   102526	2021-06-26 06:17:35	1	0	15	0
   108630	2021-06-26 06:26:15	1	0	15	0
   102542	2021-06-26 06:39:05	1	0	15	0
   102544	2021-06-26 06:46:29	1	0	15	0
   108593	2021-06-26 06:46:53	1	0	15	0
   108533	2021-06-26 06:58:53	1	0	15	0
   108587	2021-06-26 07:04:49	1	0	15	0
   108549	2021-06-26 07:19:32	1	0	15	0
   108538	2021-06-26 07:22:25	1	0	15	0
    10138	2021-06-26 07:50:33	1	0	15	0
    10309	2021-06-26 08:01:39	1	0	15	0
   108587	2021-06-26 12:10:08	1	0	15	0
   108587	2021-06-26 12:10:10	1	0	15	0
   108630	2021-06-26 15:00:58	1	0	15	0
   108533	2021-06-26 15:01:09	1	0	15	0
   108593	2021-06-26 15:02:12	1	0	15	0
   102544	2021-06-26 15:49:20	1	0	15	0
    10309	2021-06-26 16:00:11	1	1	15	0
   102526	2021-06-26 16:00:16	1	1	15	0
   102542	2021-06-26 16:00:44	1	1	15	0
   108538	2021-06-26 16:00:51	1	1	15	0
    10138	2021-06-26 16:01:00	1	1	15	0
    10138	2021-06-26 16:01:02	1	1	15	0
   108549	2021-06-26 16:01:51	1	1	15	0
    10214	2021-06-28 02:43:40	1	1	15	0
    10214	2021-06-28 02:43:43	1	1	15	0
    10356	2021-06-28 02:45:18	1	0	15	0
    10356	2021-06-28 02:45:20	1	0	15	0
    10214	2021-06-28 02:45:28	1	0	15	0
   108538	2021-06-28 03:24:35	1	0	15	0
    10456	2021-06-28 05:49:16	1	0	15	0
   101437	2021-06-28 06:08:30	1	0	15	0
   101437	2021-06-28 06:08:32	1	0	15	0
   108617	2021-06-28 06:20:27	1	0	15	0
    10372	2021-06-28 06:26:11	1	0	15	0
    10372	2021-06-28 06:26:13	1	0	15	0
   102526	2021-06-28 06:40:37	1	0	15	0
   108662	2021-06-28 06:45:32	1	0	15	0
   108587	2021-06-28 07:07:36	1	0	15	0
   108587	2021-06-28 07:07:39	1	0	15	0
   108670	2021-06-28 07:09:10	1	0	15	0
   108630	2021-06-28 07:10:10	1	0	15	0
    10080	2021-06-28 07:11:05	1	0	15	0
    10159	2021-06-28 07:11:14	1	0	15	0
   101451	2021-06-28 07:11:24	1	0	15	0
   108593	2021-06-28 07:11:49	1	0	15	0
   108472	2021-06-28 07:21:54	1	0	15	0
    10033	2021-06-28 07:23:44	1	0	15	0
   108585	2021-06-28 07:26:13	1	0	15	0
   108549	2021-06-28 07:30:08	1	0	15	0
   108668	2021-06-28 07:31:45	1	0	15	0
   108667	2021-06-28 07:32:50	1	0	15	0
   108568	2021-06-28 07:32:59	1	0	15	0
   108669	2021-06-28 07:33:41	1	0	15	0
    10278	2021-06-28 07:34:46	1	0	15	0
   108610	2021-06-28 07:35:12	1	0	15	0
   108469	2021-06-28 07:35:37	1	0	15	0
   102542	2021-06-28 07:36:49	1	0	15	0
   108663	2021-06-28 07:38:36	1	0	15	0
    10065	2021-06-28 07:39:28	1	0	15	0
    10221	2021-06-28 07:41:43	1	0	15	0
   108556	2021-06-28 07:44:13	1	0	15	0
    10284	2021-06-28 07:44:25	1	0	15	0
   108638	2021-06-28 07:44:40	1	0	15	0
   108579	2021-06-28 07:44:47	1	0	15	0
   108672	2021-06-28 07:49:48	1	0	15	0
   108672	2021-06-28 07:49:50	1	0	15	0
    10129	2021-06-28 07:50:48	1	0	15	0
   102544	2021-06-28 07:50:58	1	0	15	0
   108674	2021-06-28 07:51:12	1	0	15	0
    10138	2021-06-28 07:54:25	1	0	15	0
   108598	2021-06-28 07:54:37	1	0	15	0
   108666	2021-06-28 07:55:18	1	0	15	0
   108619	2021-06-28 07:57:31	1	0	15	0
   108613	2021-06-28 07:58:46	1	0	15	0
    10063	2021-06-28 08:00:40	1	0	15	0
    10149	2021-06-28 08:00:50	1	0	15	0
   108523	2021-06-28 08:00:57	1	0	15	0
   108671	2021-06-28 08:01:03	1	0	15	0
   108673	2021-06-28 08:01:10	1	0	15	0
   102579	2021-06-28 08:01:46	1	0	15	0
    10228	2021-06-28 08:02:20	1	0	15	0
    10550	2021-06-28 08:03:01	1	0	15	0
   108611	2021-06-28 08:05:25	1	0	15	0
   500001	2021-06-28 08:05:59	1	0	15	0
    19980	2021-06-28 08:06:59	1	0	15	0
    19980	2021-06-28 08:07:01	1	0	15	0
   108591	2021-06-28 08:10:19	1	0	15	0
    10073	2021-06-28 08:43:37	1	0	15	0
   108515	2021-06-28 08:54:34	1	0	15	0
    10458	2021-06-28 08:58:10	1	0	15	0
    10076	2021-06-28 10:42:17	1	0	15	0
   108657	2021-06-28 10:44:44	1	0	15	0
   108657	2021-06-28 10:44:46	1	0	15	0
   108635	2021-06-28 11:08:48	1	0	15	0
    10309	2021-06-28 12:07:18	1	0	15	0
   108658	2021-06-28 12:07:52	1	0	15	0
    10127	2021-06-28 12:08:00	1	0	15	0
    10356	2021-06-28 13:41:13	1	1	15	0
    10214	2021-06-28 13:41:30	1	1	15	0
   108538	2021-06-28 13:45:26	1	1	15	0
   102526	2021-06-28 16:00:54	1	1	15	0
   101437	2021-06-28 16:01:06	1	1	15	0
   101437	2021-06-28 16:01:08	1	1	15	0
    10456	2021-06-28 16:01:24	1	1	15	0
   101451	2021-06-28 16:01:41	1	1	15	0
   108472	2021-06-28 16:01:52	1	1	15	0
   108549	2021-06-28 16:02:00	1	1	15	0
   108657	2021-06-28 16:02:08	1	1	15	0
   108587	2021-06-28 16:02:16	1	1	15	0
   108630	2021-06-28 16:02:33	1	1	15	0
    10372	2021-06-28 16:02:54	1	1	15	0
   108469	2021-06-28 16:05:58	1	1	15	0
    10278	2021-06-28 16:06:23	1	1	15	0
    10278	2021-06-28 16:06:25	1	1	15	0
    10228	2021-06-28 16:06:43	1	1	15	0
    10284	2021-06-28 16:07:08	1	1	15	0
    10138	2021-06-28 16:07:20	1	1	15	0
    10348	2021-06-28 16:13:00	1	1	15	0
   102544	2021-06-28 16:15:45	1	1	15	0
   108593	2021-06-28 17:00:23	1	1	15	0
   108613	2021-06-28 17:00:35	1	1	15	0
   108619	2021-06-28 17:00:44	1	1	15	0
